1237645879562928144 18.5419 1.19509 3 0.312048 0.184795 "[ 0.          0.          0.          0.02586866  0.1861992   0.2163053
  0.28805101  0.13831159  0.09997884  0.009039    0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645879562928258 19.1855 0.905138 3 0.200468 0.370222 "[ 0.          0.          0.          0.00446888  0.00457832  0.03657514
  0.          0.07960248  0.08793193  0.25662071  0.23305009  0.1433659
  0.03764168  0.02343292  0.01408024  0.01536164  0.01411944  0.          0.
  0.          0.0036186   0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.        ]"
1237645941824357025 21.3363 1.66055 3 0.626657 0.605088 "[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.0272511   0.
  0.00938304  0.09958315  0.08106643  0.16307621  0.16546211  0.1351762
  0.1379351   0.14565501  0.08261206  0.03531894  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645943433461933 18.2466 1.01334 3 0.132346 0.133383 "[ 0.01146004  0.          0.1031402   0.2172817   0.29016569  0.25316659
  0.08666054  0.0339628   0.          0.00929176  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645943434969247 17.6642 1.31688 3 0.217796 0.208534 "[ 0.          0.          0.          0.          0.          0.03223029
  0.69998568  0.19318791  0.0266938   0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645943435034868 19.1854 0.602512 3 0.202362 0.144125 "[ 0.          0.00993234  0.05434968  0.1520279   0.1849528   0.1757264
  0.2202068   0.07960773  0.05519292  0.01875772  0.          0.          0.
  0.          0.          0.00959023  0.          0.          0.          0.
  0.          0.          0.01505025  0.          0.          0.          0.
  0.          0.          0.01860762  0.          0.          0.          0.
  0.        ]"
1237645943973609569 17.7372 0.624695 3 0.132325 0.147654 "[ 0.          0.0144529   0.02115204  0.17476501  0.32219851  0.278622
  0.1818562   0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645943973609571 19.4094 0.27363 3 0.063606 0.049781 "[ 0.0408141   0.09849294  0.36711171  0.2496687   0.1724887   0.1102526
  0.01160311  0.          0.00959314  0.          0.          0.
  0.01027575  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.        ]"
1237645943973609608 16.9482 0.910759 3 0.151493 0.172177 "[ 0.          0.          0.          0.1049591   0.44063589  0.40431461
  0.0284909   0.0099933   0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645943973609616 17.3195 0.615547 3 0.0725489 0.096493 "[ 0.02910429  0.1018338   0.4620811   0.38839471  0.09563147  0.0099238   0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237645943973609618 17.1299 0.883802 3 0.0744511 0.083704 "[ 0.          0.02566546  0.8070935   0.19587541  0.05777424  0.00947801
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645943973609651 18.9142 0.393555 3 0.109586 0.102231 "[ 0.          0.117547    0.1607573   0.32081351  0.26302329  0.07043249
  0.110145    0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645943973609667 19.3454 0.776545 3 0.223789 0.206019 "[ 0.          0.          0.          0.02029872  0.07037916  0.09170394
  0.1643586   0.1676137   0.1768793   0.1550675   0.08080903  0.
  0.00970917  0.          0.          0.00763883  0.          0.          0.
  0.          0.          0.          0.01321277  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.        ]"
1237645943973609726 19.3809 0.519466 3 0.188247 0.168584 "[ 0.0173529   0.02427533  0.1701508   0.17027549  0.1427463   0.2149906
  0.1061584   0.14810491  0.          0.          0.          0.          0.0151451
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237645943973609927 18.8872 1.04694 3 0.188689 0.207888 "[ 0.          0.          0.          0.03064244  0.08326772  0.17540979
  0.2035614   0.232347    0.0986769   0.06042876  0.01820728  0.03589731
  0.          0.00934045  0.00927921  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.        ]"
1237645943973675206 18.9701 0.834181 3 0.297891 0.315155 "[ 0.          0.          0.          0.00579074  0.01266513  0.04342129
  0.0908427   0.1379687   0.2085423   0.1898066   0.1850231   0.05421927
  0.01748702  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.00553815  0.          0.
  0.          0.        ]"
1237645943973675244 19.1106 1.04989 3 0.198538 0.189743 "[ 0.          0.0124843   0.          0.02151053  0.1649151   0.1618771
  0.1829686   0.15804429  0.05214639  0.03950149  0.07062446  0.07267171
  0.          0.00771669  0.          0.          0.02179353  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.        ]"
1237645943973675526 18.8162 0.752316 3 0.222025 0.222224 "[ 0.          0.          0.          0.00867655  0.08418639  0.1363596
  0.25487301  0.28886741  0.13012481  0.02380712  0.          0.01670481
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.0133301   0.          0.
  0.          0.        ]"
1237648673431879906 17.1973 0.799431 3 0.0778881 0.060217 "[ 0.          0.15130959  0.63974267  0.2363781   0.05817181  0.0188382   0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648673971437704 16.8715 1.02017 3 0.138616 0.160049 "[ 0.          0.          0.          0.2358766   0.543823    0.21048871
  0.00981719  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648673971437743 17.3637 0.657835 3 0.138315 0.147264 "[ 0.          0.02662388  0.08965535  0.4547644   0.35827711  0.08622568
  0.00901832  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648673987232019 17.2286 0.627369 3 0.0401975 0.073562 "[ 0.          0.123478    0.36960971  0.46839201  0.105245    0.0100117   0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674510733463 16.5335 0.869135 3 0.126976 0.108077 "[ 0.          0.08408912  0.44682139  0.40517491  0.1395382   0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674510733466 16.9207 1.13824 3 0.170702 0.154354 "[ 0.          0.          0.          0.01107114  0.57743782  0.39974979
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510733490 17.6442 1.22273 3 0.1981 0.181784 "[ 0.          0.          0.          0.          0.          0.46666619
  0.45628139  0.0383493   0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510799058 18.0955 1.32992 3 0.226394 0.225795 "[ 0.          0.          0.          0.          0.          0.32819989
  0.31535631  0.14073721  0.1594176   0.00779623  0.00105763  0.
  0.00062779  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.        ]"
1237648674510864553 17.2564 0.782898 3 0.0833633 0.080471 "[ 0.          0.2092756   0.53709239  0.29176921  0.06007989  0.00892804
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510864562 16.9023 1.0309 3 0.132936 0.114886 "[ 0.          0.          0.1020821   0.50463748  0.39842051  0.01935955
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510864659 18.4487 1.70096 3 0.379153 0.394222 "[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.01875603  0.16016939  0.25499341  0.3306275   0.1125806
  0.07711736  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510930097 16.3485 0.796576 3 0.125654 0.103828 "[ 0.01289592  0.1412736   0.3489064   0.49031731  0.08874228  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674510930215 17.2856 0.984653 3 0.125424 0.109055 "[ 0.          0.          0.02258572  0.85452402  0.13936479  0.00882754
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510995596 16.6656 1.18479 3 0.174152 0.173772 "[ 0.          0.          0.          0.          0.29865411  0.67956358
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510995691 17.192 0.586794 3 0.0685687 0.066854 "[ 0.01303003  0.303258    0.61694092  0.16147751  0.03988764  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674510995704 17.0756 0.775454 3 0.0678755 0.062669 "[ 0.          0.46498021  0.5226258   0.1667797   0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674510995713 16.9447 0.536467 3 0.0684183 0.08389 "[ 0.          0.1859896   0.68134153  0.23833349  0.01081586  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674510995750 17.263 0.464159 3 0.0808102 0.088165 "[ 0.          0.13152499  0.66507721  0.2679255   0.04001318  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674510995755 17.4351 0.53417 3 0.136722 0.09076 "[ 0.          0.02644606  0.61144149  0.3293865   0.1017673   0.00990143
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510995771 17.0986 0.850855 3 0.0672012 0.080564 "[ 0.          0.17615309  0.51375139  0.31767941  0.09140351  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674510995773 17.3337 0.846025 3 0.0685949 0.062278 "[ 0.          0.07774284  0.89428037  0.09179652  0.03907948  0.00997211
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510995813 18.787 1.85726 3 0.360275 0.360291 "[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.04606581  0.2869958   0.45019799  0.1400976
  0.03154281  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674510996239 18.9443 1.75639 3 0.419593 0.389414 "[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.01179984  0.03403221  0.1132266   0.18931431  0.37458539
  0.21293519  0.01234156  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674511061240 18.1605 0.0702248 3 0.0209143 0.055926 "[ 0.44439381  0.51332682  0.09938666  0.01919089  0.04722319  0.07676098
  0.0184146   0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674511126652 17.3872 0.646555 3 0.0795042 0.082765 "[ 0.          0.1372627   0.71893221  0.2148371   0.03896015  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674511126687 17.0887 0.879948 3 0.081251 0.085331 "[ 0.          0.02555025  0.78582758  0.2435413   0.04024573  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674511126743 17.9242 1.43702 3 0.255933 0.24493 "[ 0.          0.          0.          0.          0.          0.
  0.03885108  0.46064281  0.41385961  0.02237502  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.        ]"
1237648674511192278 16.4403 0.979534 3 0.0823237 0.096264 "[ 0.          0.          0.3159661   0.66461581  0.07090507  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.        ]"
1237648674511257860 17.3309 0.443638 3 0.0919152 0.083499 "[ 0.          0.1708232   0.50833589  0.35727161  0.06190531  0.          0.
